1 1 1 1 1 1 1 1 1 1 1 1 125.5 0 0 0.05
0.94444 0.94444 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.44599 0.026235 0.027778 0.2
1 1 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 20.5 0 0 0.05
0.95741 0.87222 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.41753 0.061169 0.021297 0.05
0.95371 0.90555 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.43182 0.045037 0.023147 0.2
1 1 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 5.5 0 0 0.05
0.87685 0.85278 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.37388 0.064547 0.061573 0.1
0.87809 0.90277 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.39636 0.042686 0.060954 0.2
1 0.16667 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.083333 0.41667 0 0.05
1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.05
