0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 4.3711e-08 1 0 0.0125
0.16667 0.16667 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.93301 0.25 0.25882 0.0125
0.13333 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 4.2756e-08 0.97815 0.20791 0.2
0 0.86667 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.20791 0.97815 0 0.0125
1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 4.3711e-08 0 1 0.2
0 0.73334 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.40673 0.91355 0 0.0125
0 0.60001 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.58778 0.80902 0 0.0125
0 0.46668 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.74313 0.66914 0 0.0125
0 0.33335 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.86601 0.50002 0 0.0125
0.3 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.79389 0.40451 0.454 0.0125
0.01 0.13335 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.97802 0.20791 0.015707 0.05
0.3 0.43333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.69244 0.56073 0.45399 0.2
0.3 0.56666 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.56073 0.69244 0.45399 0.1
0.86667 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.20791 0 0.97815 0.0125
0.23333 0.63333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.50847 0.78296 0.35837 0.05
0.23333 0.49999 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.66015 0.66013 0.35837 0.05
0.23333 0.56666 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.58753 0.72552 0.35837 0.2
0 0.26668 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.91354 0.40676 0 0.0125
0 0.06668 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.99452 0.10455 0 0.0125
0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0 0 0.0125
0.23333 0.36666 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.78298 0.50845 0.35837 0.05
0.26666 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 3.9932e-08 0.91355 0.40673 0.0125
0.26 0.47333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.67556 0.6212 0.39715 0.2
0 0.83334 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.25881 0.96593 0 0.0125
0.23333 0.69999 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.42385 0.83182 0.35837 0.05
0.26666 0.66666 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.45678 0.79115 0.40673 0.05
0 0.93334 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.10452 0.99452 0 0.0125
0.26666 0.53333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.61129 0.67889 0.40673 0.2
0.26 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.75906 0.51585 0.39715 0.025
0 0.9 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.15643 0.98769 0 0.0125
0 0.63334 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.54463 0.83868 0 0.0125
0 0.15335 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.97113 0.23856 0 0.0125
0 0.36668 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.83866 0.54466 0 0.0125
0.26 0.34667 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.78501 0.47542 0.39715 0.2
0 0.56668 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.62931 0.77716 0 0.0125
0.83333 0.83333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.066987 0.25 0.96593 0.2
0.93889 0.93889 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0091866 0.095405 0.9954 0.2
0.78241 0.95648 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.022894 0.33439 0.94216 0.2
0.26666 0.63333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.49756 0.76616 0.40673 0.025
0.24999 0.65 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.48273 0.78774 0.38267 0.025
0.23333 0.43333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.72554 0.58751 0.35837 0.2
0.3 0.033337 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.88978 0.046636 0.454 0.1
0.36667 0.022223 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.83816 0.029271 0.54464 0.1
0.43334 0.02037 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.77674 0.024862 0.62932 0.2
0 0.20002 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.95105 0.30904 0 0.2
0 0.24002 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.92976 0.36815 0 0.2
