0 1 0.3 0.5 0.5 0.3 0.7 0.7 0.5 0.7 0.7 0.7 1.2676e-06 29 0 0.0125
0.0058594 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.70708 0.70708 0.0092038 0.2
0.0058594 0.63333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.54462 0.83864 0.0092038 0.2
0.0058594 0.76666 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.35836 0.93354 0.0092038 0.2
0.0058594 0.89999 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.15644 0.98764 0.0092038 0.0125
0.0058594 0.93332 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.10454 0.99448 0.0092038 0.05
0.0058594 0.96665 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.052355 0.99859 0.0092038 0.05
0.0058594 0.99998 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 2.6135e-05 0.99996 0.0092038 0.0125
0.039193 0.93332 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.10435 0.99264 0.061525 0.2
0.039193 0.96665 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.052258 0.99674 0.061525 0.2
0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.6725 0.6725 0.30902 0.05
0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0 0 0.0125
0.02 0.02 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.99901 0.031395 0.031411 0.2
0.02 0.15333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.97066 0.23842 0.031411 0.2
0.2 0.36667 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.79762 0.51798 0.30902 0.2
0.02 0.28666 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.89988 0.43501 0.031411 0.2
0.33333 0.63333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.47167 0.72631 0.5 0.2
0.29333 0.43333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.6961 0.56369 0.44463 0.2
0.29333 0.56666 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.56369 0.6961 0.44463 0.2
0.02 0.41999 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.78977 0.6126 0.031411 0.2
0.29333 0.69999 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.40665 0.79808 0.44463 0.05
0 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.89101 0.45399 0 0.05
0.2 0.23334 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.88789 0.34083 0.30902 0.05
0 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.95106 0.30902 0 0.05
0 0.23333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.93358 0.35837 0 0.2
0.23333 0.26667 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.85286 0.37973 0.35837 0.2
0 0.7 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.45399 0.89101 0 0.2
0.26 0.66666 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.45889 0.79479 0.39714 0.2
